event,run,cluster_size
590,1002,5,33.9199
592,1002,3,38.4955
690,1002,6,35.3791
714,1002,7,39.9753
742,1002,9,40.8017
823,1002,6,41.0929
929,1002,5,38.9588
930,1002,4,27.5649
948,1002,7,40.5382
980,1002,5,43.8336
1035,1002,7,36.092
1041,1002,6,35.4081
1098,1002,7,32.6389
1113,1002,6,36.1316
1121,1002,6,34.131
1248,1002,2,34.0456
1283,1002,3,40.2056
1303,1002,4,33.541
1360,1002,6,33.9741
1456,1002,5,40.0308
1484,1002,7,37.8183
1491,1002,9,42.3627
1527,1002,5,35.3321
1553,1002,2,32.8944
1555,1002,2,26.4752
1600,1002,4,31.7144
1670,1002,5,39.3449
1731,1002,3,33.9582
1776,1002,9,44.3347
1793,1002,6,37.2248
1828,1002,3,38.2973
1901,1002,4,37.5354
1915,1002,3,39.9238
1955,1002,5,41.5265
2027,1002,6,41.3657
2138,1002,4,32.3537
2152,1002,7,45.7785
2242,1002,1,10.7978
2257,1002,6,36.6129
2323,1002,5,37.3422
2345,1002,3,35.404
2389,1002,6,35.3658
2462,1002,3,22.8104
2566,1002,3,40.3336
2630,1002,4,26.572
2690,1002,5,41.7435
2791,1002,4,32.1591
2826,1002,3,37.1422
2827,1002,4,35.3672
2832,1002,4,34.0405
2940,1002,3,32.3601
3050,1002,5,42.2757
3065,1002,3,19.8301
3171,1002,4,30.1319
3181,1002,2,41.0903
3280,1002,3,40.318
3346,1002,3,42.0913
3516,1002,2,37.9803
3573,1002,6,37.0296
3616,1002,9,40.2029
3633,1002,5,25.1414
3835,1002,5,32.8568
3843,1002,1,39.202
3850,1002,5,31.9174
4151,1002,8,45.0533
4288,1002,4,35.8133
4351,1002,4,40.618
4427,1002,8,42.7956
4445,1002,4,42.3004
4451,1002,2,19.9149
4465,1002,6,11.5418
4532,1002,3,28.4491
4559,1002,3,39.8554
4624,1002,5,44.7217
4668,1002,5,42.9395
4718,1002,5,40.3696
4786,1002,4,32.9994
4799,1002,4,43.0791
4839,1002,3,32.6949
4844,1002,5,36.6807
4917,1002,3,34.9261
4920,1002,4,33.6363
4970,1002,6,39.7645
5069,1002,5,40.8131
5150,1002,4,38.167
5156,1002,3,13.6482
5362,1002,1,15.2677
5374,1002,7,37.4461
5417,1002,4,38.7711
5478,1002,6,15.5703
5504,1002,6,30.81
5528,1002,4,38.4837
5587,1002,5,24.6079
5685,1002,7,44.7579
5888,1002,5,36.1748
5946,1002,5,40.9127
5963,1002,3,43.4079
5966,1002,4,38.0464
5984,1002,3,22.7738
6126,1002,6,35.5553
6144,1002,6,36.8493
6157,1002,4,39.8146
6243,1002,5,35.9929
6251,1002,4,39.1317
6307,1002,5,34.3931
6353,1002,7,45.6036
6355,1002,2,27.796
6794,1002,5,34.2523
6974,1002,5,19.5049
7043,1002,5,28.0632
7115,1002,3,41.7617
7154,1002,4,42.7011
7273,1002,5,41.0391
7279,1002,2,37.8153
7591,1002,4,31.5172
7735,1002,5,35.3038
7823,1002,4,39.4508
7899,1002,3,15.3215
7915,1002,5,34.9923
7943,1002,4,26.8662
8029,1002,6,36.8468
8060,1002,5,40.4121
8101,1002,5,37.1153
8127,1002,3,40.9431
8133,1002,2,22.816
8151,1002,5,38.9448
8167,1002,3,38.2938
8168,1002,5,36.5297
8175,1002,7,38.3844
8216,1002,6,43.046
8230,1002,4,40.4051
8234,1002,7,38.8957
8235,1002,4,27.4577
8342,1002,6,41.054
8371,1002,3,31.8325
8437,1002,3,35.6829
8471,1002,2,30.9397
8549,1002,6,48.9853
8582,1002,5,43.1165
8603,1002,4,39.6108
8855,1002,10,37.1429
8885,1002,5,37.3933
9031,1002,5,40.4433
9088,1002,7,43.8532
9125,1002,8,41.6298
9190,1002,5,32.8321
9221,1002,4,37.767
9232,1002,7,38.7588
9267,1002,4,36.6821
9617,1002,4,35.1463
9723,1002,6,31.243
9753,1002,1,34.719
9771,1002,4,37.1845
9807,1002,8,46.5999
9833,1002,4,35.2502
9843,1002,3,41.0358
9846,1002,6,38.4151
9852,1002,4,40.1836
9863,1002,5,33.6692
9922,1002,6,36.8689
9949,1002,7,38.4076
10057,1002,3,36.4081
10250,1002,5,44.3697
10389,1002,5,33.8671
10469,1002,7,37.8503
10473,1002,6,40.9375
10526,1002,3,33.5552
10580,1002,3,27.1264
10600,1002,9,42.4795
10642,1002,8,38.4681
10717,1002,7,37.0414
10900,1002,6,41.1332
10910,1002,5,35.204
10991,1002,6,35.8657
11033,1002,4,39.6406
11067,1002,4,34.4497
11085,1002,5,40.6097
11093,1002,5,36.7794
11232,1002,10,40.0594
11246,1002,4,30.9189
11297,1002,4,39.0637
11472,1002,6,40.5074
11499,1002,2,24.36
11535,1002,4,42.6314
11548,1002,5,38.3559
11598,1002,5,41.9924
11648,1002,3,32.7915
11693,1002,6,44.0801
11807,1002,4,35.3728
11815,1002,5,40.5288
11847,1002,3,33.3882
12116,1002,4,42.6135
12205,1002,4,35.9959
12215,1002,2,37.4779
12292,1002,4,38.2562
12528,1002,2,30.1233
12595,1002,5,41.3452
12634,1002,3,21.9876
12709,1002,7,38.6054
12759,1002,3,11.1337
12760,1002,6,35.6112
12819,1002,5,40.504
12914,1002,6,48.1118
12966,1002,4,37.7674
12982,1002,2,35.3669
13067,1002,3,23.9696
13091,1002,8,33.3726
13190,1002,6,36.8043
13338,1002,5,35.1376
13355,1002,8,42.9138
13356,1002,6,31.4938
13411,1002,6,46.9243
13413,1002,3,42.2919
13434,1002,4,34.0984
13456,1002,7,34.8277
13500,1002,5,32.1642
13549,1002,5,45.3128
13632,1002,4,23.2267
13649,1002,4,39.2878
13661,1002,2,42.6437
13664,1002,3,26.8086
13768,1002,6,21.0882
13768,1002,6,10.0767
13816,1002,6,37.8616
13887,1002,4,32.8767
13947,1002,3,14.519
14048,1002,6,38.1566
14193,1002,3,42.7287
14221,1002,3,33.4118
14275,1002,4,38.1788
14320,1002,4,36.4796
14324,1002,5,28.4524
14368,1002,5,42.3351
14379,1002,5,35.713
14591,1002,3,47.3089
14713,1002,4,36.8717
14727,1002,4,29.2563
14737,1002,6,10.5918
14774,1002,7,31.8094
14824,1002,5,38.0298
14830,1002,7,46.721
14932,1002,5,42.1227
14968,1002,10,36.843
14979,1002,8,39.9547
15294,1002,5,38.227
15300,1002,3,29.1281
15403,1002,2,12.6222
15403,1002,2,12.1247
15518,1002,6,43.0157
15645,1002,3,21.4822
15732,1002,4,35.382
15784,1002,8,28.9217
15889,1002,5,37.6631
15995,1002,6,48.6261
16002,1002,5,41.1319
16026,1002,5,43.4599
16089,1002,2,33.0029
16158,1002,4,42.0337
16175,1002,4,36.7624
16204,1002,4,30.851
16232,1002,5,41.708
16245,1002,5,47.2972
16274,1002,4,40.5845
16279,1002,6,41.9462
16294,1002,6,37.1653
16314,1002,4,31.9372
16338,1002,6,44.8767
16342,1002,5,33.6697
16395,1002,3,40.7131
16408,1002,3,34.1073
16426,1002,3,44.319
16466,1002,6,35.6966
16498,1002,5,40.3323
16538,1002,6,35.883
16663,1002,4,30.9684
16719,1002,6,28.7537
16740,1002,3,35.6585
16845,1002,5,45.9582
16911,1002,6,33.324
16931,1002,1,31.5586
16937,1002,6,32.523
17114,1002,6,39.3553
17145,1002,2,33.3572
17166,1002,4,33.1267
17197,1002,4,23.2612
17231,1002,7,39.8006
17296,1002,2,29.5745
17306,1002,4,35.9818
17439,1002,6,39.8389
17530,1002,4,41.0146
17546,1002,4,32.3455
17552,1002,5,42.3204
17553,1002,3,41.8952
17576,1002,2,38.3791
17580,1002,2,34.8496
17595,1002,3,30.7924
17607,1002,5,44.528
17688,1002,5,44.3805
17708,1002,3,38.1663
17720,1002,1,35.2402
17780,1002,7,36.0752
17858,1002,8,34.346
17924,1002,7,33.7209
17992,1002,6,43.8657
18101,1002,1,27.6849
18174,1002,9,46.7341
18230,1002,4,36.0139
18271,1002,6,36.3653
18296,1002,4,34.924
18317,1002,5,39.9899
18459,1002,1,22.0209
18525,1002,4,35.388
18579,1002,4,32.9459
18652,1002,6,38.8987
18688,1002,5,41.3827
18717,1002,6,41.6407
18855,1002,5,34.5769
18904,1002,5,41.6978
18912,1002,6,37.5058
18941,1002,4,36.3397
18972,1002,1,33.4881
19023,1002,6,29.1042
19099,1002,3,27.5047
19351,1002,7,28.648
19515,1002,4,34.2094
19517,1002,3,33.1769
19527,1002,1,20.378
19748,1002,8,36.3813
19755,1002,4,36.8085
19774,1002,3,34.7548
19833,1002,3,33.6843
19909,1002,6,35.0657
20005,1002,5,40.296
20026,1002,5,35.3083
20029,1002,7,39.9755
20130,1002,5,41.9772
20134,1002,4,37.6377
20182,1002,6,35.9085
20202,1002,4,24.5846
20235,1002,7,43.8715
20268,1002,6,35.5861
20272,1002,7,40.3557
20394,1002,5,26.82
20456,1002,5,26.3375
20461,1002,3,34.0161
20477,1002,3,23.1392
20534,1002,2,33.6386
20628,1002,6,33.9951
20654,1002,2,29.7939
20907,1002,6,44.8752
21061,1002,7,39.097
21092,1002,6,44.6681
21380,1002,2,22.0372
21446,1002,5,29.0478
21476,1002,5,38.4148
21507,1002,5,30.8308
21516,1002,4,43.2486
21518,1002,2,38.6744
21720,1002,8,41.0891
21732,1002,2,19.3559
21744,1002,6,38.5624
21769,1002,4,41.1579
21772,1002,5,33.6776
21803,1002,5,29.0835
21814,1002,3,42.3599
21890,1002,3,35.0167
21912,1002,3,32.9579
22026,1002,3,31.6474
22057,1002,4,34.8684
22170,1002,1,37.3889
22274,1002,4,44.2123
22328,1002,5,36.7782
22352,1002,5,40.1564
22382,1002,5,41.1316
22440,1002,7,40.1073
22447,1002,2,38.0681
22533,1002,2,16.675
22555,1002,4,42.0169
22561,1002,4,27.5272
22589,1002,5,34.816
22615,1002,10,42.3529
22689,1002,5,39.7342
22698,1002,6,44.933
22814,1002,7,35.4189
22877,1002,6,45.0037
22878,1002,6,35.3549
22920,1002,3,38.993
22932,1002,3,43.1387
23009,1002,7,41.3512
23010,1002,4,27.9051
23132,1002,4,45.6996
23445,1002,4,31.6455
23471,1002,5,37.0262
23530,1002,4,40.9744
23626,1002,5,41.4121
23735,1002,6,34.6348
23744,1002,7,38.7308
23799,1002,3,28.5851
23800,1002,4,17.8974
23831,1002,6,40.6781
23845,1002,3,44.6223
23857,1002,4,39.6921
23862,1002,6,40.8259
23918,1002,3,25.9809
23963,1002,6,41.3563
23965,1002,3,37.0178
24081,1002,4,42.0873
24082,1002,4,35.1474
24100,1002,5,39.3025
24261,1002,5,33.9596
24266,1002,4,37.5094
24355,1002,7,36.9675
24379,1002,5,34.0784
24410,1002,2,33.5644
24412,1002,3,32.4609
24606,1002,5,43.3165
24630,1002,3,43.8118
24639,1002,5,34.429
24657,1002,4,33.6218
24690,1002,7,26.7644
24697,1002,5,28.0054
24734,1002,7,41.2723
24878,1002,5,43.8378
24926,1002,5,42.7338
24936,1002,2,17.1759
25041,1002,5,41.3845
25091,1002,5,45.1563
25171,1002,4,38.8897
25195,1002,5,39.1224
25286,1002,5,34.6792
25359,1002,4,38.713
25370,1002,7,29.018
25433,1002,3,36.6945
25631,1002,3,43.0612
25850,1002,5,40.4516
26150,1002,5,38.6618
26335,1002,4,40.6363
26336,1002,5,39.8569
26383,1002,5,38.7581
26466,1002,4,39.3513
26577,1002,10,38.537
26640,1002,1,23.8177
26702,1002,1,24.5702
26723,1002,2,31.4877
27088,1002,5,39.6268
27153,1002,5,19.8992
27167,1002,6,41.7584
27194,1002,3,35.6688
27209,1002,4,21.0916
27390,1002,5,28.8183
27436,1002,3,32.5552
27545,1002,4,31.1308
27550,1002,3,28.2199
27581,1002,4,34.1775
27598,1002,6,32.6968
27664,1002,5,34.1435
27687,1002,5,34.3509
27702,1002,7,42.5007
27768,1002,4,35.6725
27782,1002,7,45.2663
27837,1002,7,41.4206
27872,1002,6,39.5313
27898,1002,6,36.0068
27918,1002,6,34.4469
27928,1002,2,23.9302
27930,1002,4,37.356
28021,1002,4,36.7535
28049,1002,6,41.7898
28101,1002,3,29.2732
28133,1002,8,35.1327
28166,1002,5,40.507
28196,1002,6,32.6694
28303,1002,7,38.6585
28376,1002,4,42.6092
28432,1002,6,39.5886
28503,1002,6,42.1779
28541,1002,4,32.1151
28627,1002,6,42.3702
28629,1002,7,39.9888
28655,1002,3,37.4742
28698,1002,4,38.2752
28706,1002,6,41.8446
28850,1002,9,42.8524
28936,1002,6,39.2404
28940,1002,4,36.9222
28955,1002,6,37.1287
29019,1002,7,39.5612
29131,1002,5,29.1151
29160,1002,3,35.6557
29283,1002,2,24.9902
29295,1002,6,36.0736
29309,1002,4,33.6152
29327,1002,6,37.3738
29344,1002,5,40.389
29363,1002,3,39.5548
29398,1002,3,25.6404
29525,1002,5,33.6963
29587,1002,7,43.6971
29588,1002,2,28.9864
29667,1002,7,37.8742
29676,1002,3,29.3363
29692,1002,6,36.1503
29730,1002,7,41.5456
29826,1002,2,31.4005
29909,1002,6,46.2235
30005,1002,3,37.5551
30010,1002,3,34.151
30076,1002,6,34.7838
30250,1002,5,36.9479
30280,1002,7,43.3533
30438,1002,7,39.2476
30511,1002,8,37.9383
30594,1002,3,41.9087
30636,1002,2,27.7357
30675,1002,6,42.5918
30685,1002,7,39.8172
30729,1002,3,28.6364
30820,1002,4,30.6283
30862,1002,6,26.9041
30903,1002,8,42.309
30908,1002,2,43.9994
30928,1002,5,31.971
30931,1002,3,37.7846
30933,1002,5,24.3855
30989,1002,5,42.0752
30993,1002,5,41.7783
31041,1002,3,37.1429
31060,1002,6,37.2612
31102,1002,8,24.7529
31140,1002,10,38.1201
31237,1002,2,32.0034
31251,1002,3,28.8036
31264,1002,5,34.3925
31319,1002,4,40.1487
31363,1002,2,41.4753
31401,1002,6,35.0147
31596,1002,2,20.3481
31699,1002,6,44.652
31773,1002,4,34.3864
31836,1002,9,41.1394
31876,1002,4,35.9249
31920,1002,9,34.8453
31946,1002,4,43.3037
31969,1002,5,34.8275
32162,1002,8,42.9626
32225,1002,5,42.8286
32234,1002,5,24.146
32371,1002,3,31.7764
32598,1002,1,18.5448
32604,1002,7,47.2003
32682,1002,5,38.9947
32737,1002,4,42.4564
32814,1002,6,35.438
32881,1002,5,44.7299
32937,1002,3,28.696
32993,1002,4,45.1002
33004,1002,4,27.9408
33008,1002,6,39.0822
33079,1002,2,10.8154
33112,1002,5,42.4493
33132,1002,4,41.0782
33176,1002,5,43.2503
33332,1002,5,43.6196
33352,1002,5,28.803
33504,1002,6,38.7931
33554,1002,3,40.6348
33564,1002,8,27.7907
33588,1002,7,36.2067
33623,1002,5,24.9769
33798,1002,7,40.848
33804,1002,3,35.0056
33851,1002,3,40.9129
33941,1002,6,42.9664
33961,1002,5,39.6893
34033,1002,6,35.9246
34061,1002,3,41.2933
34070,1002,5,41.4461
34086,1002,6,36.3513
34299,1002,3,35.1687
34440,1002,7,42.0516
34445,1002,5,46.1457
34473,1002,4,36.833
34513,1002,4,41.4099
34599,1002,2,35.6805
34627,1002,6,34.1797
34644,1002,2,37.4608
34645,1002,5,40.6143
34702,1002,2,23.8254
34711,1002,6,43.1293
34908,1002,3,41.4868
34936,1002,2,43.9082
34949,1002,4,39.099
34972,1002,2,37.936
35043,1002,4,38.6381
35065,1002,3,34.7952
35082,1002,5,34.3824
35155,1002,6,33.332
35180,1002,5,39.7544
35197,1002,7,43.4751
35242,1002,4,34.5659
35514,1002,4,37.2084
35706,1002,4,43.8267
35725,1002,4,36.0406
35751,1002,6,34.6009
35786,1002,4,24.3578
35882,1002,4,34.3491
36041,1002,9,47.9782
36045,1002,7,33.6703
36092,1002,6,39.608
36116,1002,4,37.4832
36146,1002,5,41.5985
36246,1002,5,42.7808
36381,1002,5,44.0365
36412,1002,4,34.3997
36417,1002,4,31.337
36490,1002,4,39.0451
36544,1002,3,32.9288
36571,1002,4,42.0836
36633,1002,5,36.2645
36694,1002,5,43.3201
36753,1002,6,39.1569
36755,1002,5,37.3382
36802,1002,5,38.4637
36879,1002,2,21.3956
36889,1002,5,40.4107
36896,1002,9,37.2856
36958,1002,4,40.997
37008,1002,5,35.9726
37011,1002,5,42.4107
37012,1002,4,40.9933
37141,1002,8,36.761
37190,1002,5,35.6678
37212,1002,3,28.0003
37214,1002,8,30.8499
37403,1002,4,35.4481
37423,1002,6,35.7459
37471,1002,5,41.8738
37590,1002,5,38.9981
37619,1002,4,32.7202
37621,1002,2,38.0135
37723,1002,5,37.2799
37747,1002,4,45.6319
37853,1002,7,34.7408
37876,1002,6,41.6054
37909,1002,4,36.0456
37933,1002,4,34.0934
38054,1002,4,37.2676
38115,1002,4,38.3008
38209,1002,2,27.5554
38259,1002,3,40.184
38322,1002,4,36.9976
38336,1002,4,31.7746
38434,1002,5,36.7094
38510,1002,5,29.4085
38515,1002,5,37.9834
38668,1002,5,38.752
38742,1002,3,39.1386
39058,1002,9,38.8759
39163,1002,7,27.2138
39231,1002,3,35.1108
39321,1002,2,25.5023
39339,1002,4,40.9321
39392,1002,5,40.2873
39399,1002,4,30.4674
39566,1002,11,44.692
39660,1002,7,27.7965
39680,1002,4,32.9659
39750,1002,4,41.2297
39773,1002,3,36.6893
39837,1002,6,48.8385
39993,1002,5,37.6306
40008,1002,7,41.9825
40071,1002,7,44.8662
40133,1002,2,15.8562
40236,1002,3,30.6635
40265,1002,6,36.1004
40384,1002,7,37.1541
40411,1002,4,38.8085
40471,1002,8,35.9338
40528,1002,5,34.9517
40729,1002,3,40.0462
40822,1002,3,25.9991
40840,1002,4,39.2664
40958,1002,5,33.3135
41111,1002,5,37.1708
41147,1002,6,45.2569
41228,1002,6,12.6266
41298,1002,2,25.6246
41306,1002,1,12.8569
41411,1002,4,32.7315
41438,1002,5,40.6764
41447,1002,3,43.1977
41503,1002,2,37.7546
41532,1002,4,35.3782
41564,1002,4,33.6418
41611,1002,3,30.1001
41616,1002,3,36.9693
41632,1002,7,40.1982
41650,1002,6,44.1941
41686,1002,6,35.1696
41707,1002,4,35.6248
41747,1002,4,41.8007
41911,1002,4,39.3732
41922,1002,2,32.8664
42016,1002,6,35.8444
42058,1002,5,36.3876
42245,1002,4,38.4085
42301,1002,4,36.7513
42354,1002,6,33.5165
42460,1002,4,42.1726
42461,1002,7,39.2772
42554,1002,2,35.4221
42589,1002,4,33.6512
42652,1002,5,22.5846
42664,1002,3,39.498
42745,1002,8,39.9732
42795,1002,7,39.0821
42877,1002,2,39.1048
42950,1002,3,42.541
43025,1002,6,40.8642
43029,1002,7,38.8168
43074,1002,4,42.3704
43161,1002,6,39.0392
43179,1002,3,43.1792
43247,1002,3,26.1772
43306,1002,4,36.6247
43348,1002,3,44.3695
43457,1002,4,37.8117
43475,1002,3,40.0411
43540,1002,5,33.5048
43541,1002,4,36.7102
43725,1002,3,40.8412
43892,1002,7,32.5392
43978,1002,3,41.9767
43991,1002,5,42.558
44080,1002,4,32.4159
44144,1002,5,39.347
44321,1002,3,37.7235
44326,1002,5,30.6735
44379,1002,8,37.5751
44410,1002,4,38.1968
44470,1002,4,39.7623
44493,1002,2,27.9426
44648,1002,8,44.2862
44654,1002,3,36.7922
44698,1002,7,38.5717
44739,1002,6,42.7975
44796,1002,4,42.1255
44833,1002,7,34.0555
44873,1002,4,31.5855
44907,1002,6,38.4719
44941,1002,4,40.8693
44973,1002,4,30.5856
45072,1002,5,44.051
45081,1002,5,38.1703
45120,1002,4,40.0704
45223,1002,7,43.945
45234,1002,5,42.3187
45313,1002,6,44.8813
45332,1002,4,40.631
45353,1002,5,38.7224
45459,1002,4,35.1242
45536,1002,6,35.3917
45646,1002,6,36.3497
45826,1002,4,40.8674
45860,1002,5,29.4244
45867,1002,3,22.0546
45873,1002,3,21.631
45885,1002,2,32.7697
46023,1002,4,36.7242
46060,1002,5,37.5368
46094,1002,5,44.1869
46095,1002,2,16.6701
46112,1002,5,38.2811
46129,1002,4,46.456
46142,1002,4,29.8765
46149,1002,5,36.2699
46186,1002,7,41.0037
46235,1002,4,44.3023
46319,1002,7,35.1364
46353,1002,7,19.3926
46374,1002,8,39.3358
46379,1002,8,43.2987
46468,1002,3,35.7892
46489,1002,3,41.4288
46577,1002,2,17.5439
46685,1002,5,49.8904
46753,1002,7,36.9105
46761,1002,6,42.8756
46885,1002,5,37.1548
46934,1002,7,41.177
46960,1002,5,33.5648
47017,1002,3,38.5039
47088,1002,5,41.489
47103,1002,4,42.2959
47202,1002,4,39.1591
47383,1002,8,39.7496
47392,1002,3,27.0802
47457,1002,5,42.1042
47563,1002,3,38.7433
47687,1002,1,28.0317
47728,1002,3,38.1395
47733,1002,2,16.8274
47842,1002,5,39.6948
47901,1002,4,35.1438
48007,1002,4,32.7874
48156,1002,5,30.3554
48213,1002,8,37.5977
48227,1002,4,29.67
48272,1002,3,42.1985
48417,1002,2,31.2107
48430,1002,5,39.8023
48433,1002,4,40.6989
48496,1002,1,29.0856
48525,1002,6,32.7317
48544,1002,4,40.2977
48584,1002,6,44.5382
48586,1002,3,34.8803
48592,1002,8,37.1138
48595,1002,8,39.5672
48597,1002,4,30.7257
48604,1002,2,34.0232
48659,1002,1,16.8565
48669,1002,4,38.3358
48799,1002,4,33.3714
48815,1002,4,40.8887
48836,1002,5,31.9876
48868,1002,7,20.2819
48958,1002,8,41.6951
48988,1002,5,43.2502
49110,1002,5,39.1851
49130,1002,5,34.1551
49131,1002,6,42.3883
49228,1002,3,27.241
49282,1002,4,36.2133
49547,1002,6,40.5104
49622,1002,6,38.121
49677,1002,4,34.68
49734,1002,4,39.102
49779,1002,6,38.8088
49792,1002,7,45.1569
49893,1002,4,33.4899
50058,1002,2,37.2393
50163,1002,5,37.1474
50199,1002,3,40.8041
50225,1002,2,30.9987
50252,1002,7,45.3907
50278,1002,3,40.0157
50414,1002,3,25.568
50439,1002,6,36.4376
50500,1002,3,37.9681
50517,1002,4,42.8739
50592,1002,4,39.8239
50696,1002,7,36.0242
50717,1002,3,41.2954
50795,1002,6,38.4582
50849,1002,3,31.5418
50861,1002,3,44.8788
50900,1002,2,36.8154
50906,1002,6,40.8521
50941,1002,5,40.4197
51053,1002,6,39.252
51082,1002,6,42.7045
51196,1002,3,41.7859
51442,1002,5,26.9314
51481,1002,4,38.4341
51504,1002,6,46.4524
51528,1002,6,30.7254
51562,1002,4,27.1304
51673,1002,3,33.5261
51798,1002,3,22.7212
51806,1002,6,22.4943
52108,1002,5,29.8062
52132,1002,4,42.7759
52133,1002,3,21.0534
52235,1002,4,35.456
52269,1002,4,41.0699
52289,1002,4,36.6065
52366,1002,1,30.2397
52402,1002,6,45.1144
52412,1002,2,14.5217
52432,1002,7,35.0376
52485,1002,7,41.8795
52515,1002,6,43.8288
52525,1002,2,17.3749
52566,1002,4,40.7916
52659,1002,6,33.9039
52668,1002,4,43.6789
52730,1002,5,37.8332
52733,1002,4,42.8617
52788,1002,5,39.7818
52808,1002,4,28.1472
52897,1002,4,37.5761
53006,1002,6,37.67
53013,1002,5,37.7316
53204,1002,6,40.5383
53344,1002,5,38.634
53481,1002,6,33.8602
53585,1002,4,38.0979
53629,1002,2,27.4433
53763,1002,4,36.8536
53805,1002,7,39.7892
53862,1002,8,36.4079
53884,1002,5,20.0907
53990,1002,10,40.8404
54007,1002,5,35.336
54062,1002,3,23.2064
54068,1002,6,48.3164
54082,1002,4,36.8184
54120,1002,4,35.5901
54154,1002,2,37.9787
54287,1002,4,44.0493
54354,1002,3,42.0292
54401,1002,2,13.0945
54423,1002,3,29.0234
54458,1002,8,44.8506
54598,1002,5,37.7947
54611,1002,2,10.3772
54664,1002,9,39.0699
54959,1002,4,24.3709
55204,1002,5,19.1962
55259,1002,6,45.8439
55325,1002,7,42.8283
55395,1002,9,38.1277
55533,1002,5,40.0038
55553,1002,4,29.9824
55643,1002,6,29.3657
55759,1002,2,31.5873
55775,1002,6,43.6554
55789,1002,6,31.256
55811,1002,4,43.2271
55845,1002,7,37.1125
55926,1002,5,36.1737
55934,1002,5,35.9908
55954,1002,4,35.8832
55967,1002,4,33.795
55982,1002,5,40.5565
56005,1002,4,40.367
56077,1002,3,34.4371
56098,1002,6,40.1725
56106,1002,3,33.8956
56258,1002,5,29.9674
56281,1002,2,39.7938
56296,1002,3,36.6083
56337,1002,5,31.8591
56491,1002,5,45.7586
56555,1002,2,29.0805
56557,1002,5,37.6679
56562,1002,5,21.6406
56693,1002,5,32.3088
56718,1002,3,44.3817
56736,1002,4,43.6898
56758,1002,5,39.1465
56876,1002,3,39.9933
56950,1002,6,37.0904
56970,1002,9,38.1732
56976,1002,6,41.2548
57093,1002,5,35.5011
57145,1002,5,36.7337
57159,1002,7,45.6047
57281,1002,3,34.6177
57374,1002,5,39.5699
57461,1002,5,45.8209
57656,1002,4,35.5955
57687,1002,6,38.9367
57732,1002,5,35.7323
57758,1002,6,39.7652
57768,1002,9,41.6453
57942,1002,3,34.4732
57993,1002,6,41.7194
58218,1002,4,28.3975
58296,1002,6,34.7506
58400,1002,6,38.0475
58415,1002,4,34.5424
58488,1002,7,43.2379
58585,1002,5,42.7133
58589,1002,6,38.5122
58724,1002,5,24.9703
58725,1002,3,39.8237
58756,1002,3,34.4376
58772,1002,3,23.1714
58774,1002,7,39.1261
58815,1002,2,32.3068
58847,1002,5,34.1708
58895,1002,2,42.8367
58998,1002,4,35.8971
59073,1002,7,46.8751
59211,1002,6,34.1931
59284,1002,7,43.5457
59288,1002,2,32.6365
59366,1002,3,39.9835
59388,1002,5,35.8456
59405,1002,5,36.3598
59406,1002,3,35.2497
59466,1002,5,43.575
59520,1002,4,37.1569
59618,1002,3,32.7081
59645,1002,2,37.285
59652,1002,4,33.1381
59764,1002,5,47.4902
59824,1002,4,32.5816
59902,1002,2,17.4078
59954,1002,4,42.4383
60035,1002,4,32.0353
60232,1002,4,38.8585
60236,1002,2,40.5024
60358,1002,5,39.9422
60359,1002,3,34.4332
60424,1002,2,38.4652
60436,1002,6,42.2363
60449,1002,5,36.9229
60516,1002,4,27.5275
60516,1002,4,10.5089
60661,1002,5,42.0194
60721,1002,4,39.9756
60876,1002,7,39.333
61004,1002,4,41.8593
61005,1002,2,22.7749
61120,1002,4,39.6235
61175,1002,5,38.1953
61322,1002,4,39.9616
61540,1002,4,40.823
61568,1002,4,30.4549
61670,1002,3,35.9689
61694,1002,8,38.6612
61974,1002,6,39.5821
62028,1002,2,39.0078
62089,1002,6,45.4494
62094,1002,6,35.7921
62166,1002,5,42.2618
62202,1002,5,34.9904
62205,1002,5,38.5864
62244,1002,7,28.7087
62339,1002,4,38.4474
62398,1002,3,33.6809
62447,1002,5,38.3742
62478,1002,5,36.1508
62509,1002,5,33.1385
62518,1002,4,27.6538
62556,1002,7,42.9881
62594,1002,7,35.3723
62652,1002,6,37.6615
62677,1002,1,17.4566
62788,1002,5,45.4165
62828,1002,4,42.7466
62850,1002,4,37.389
63020,1002,4,32.6514
63062,1002,6,33.6551
63096,1002,6,38.0831
63147,1002,3,34.3132
63232,1002,5,31.7358
63237,1002,5,32.0815
63268,1002,4,42.0834
63399,1002,3,40.2085
63553,1002,6,35.2617
63717,1002,4,38.595
63737,1002,7,46.7764
63796,1002,6,38.8985
63922,1002,4,45.5792
63981,1002,6,42.9461
63989,1002,4,36.246
64069,1002,4,32.9608
64098,1002,5,43.1776
64111,1002,2,33.1126
64120,1002,4,36.2157
64186,1002,4,25.9061
64273,1002,6,30.2126
64278,1002,3,37.5832
64397,1002,4,31.1449
64448,1002,5,44.2384
64469,1002,5,30.2258
64491,1002,5,39.4808
64517,1002,4,42.149
64518,1002,4,38.0712
64572,1002,6,40.8732
64599,1002,4,31.972
64640,1002,6,39.9332
64657,1002,4,33.7531
64706,1002,7,44.1022
64853,1002,3,36.2812
64878,1002,3,38.7974
64995,1002,3,24.1634
65124,1002,9,46.954
65160,1002,5,41.5406
65175,1002,7,38.6802
